BirminghamAL,LittleRockAR,MesaAZ,PhoenixAZ,ScottsdaleAZ,TempeAZ,TucsonAZ,AlamedaCA,BerkeleyCA,BeverlyHillsCA,FresnoCA,IrvineCA,LosAngelesCA,OaklandCA,PiedmontCA,SacramentoCA,SanDiegoCA,SanFranciscoCA,SanJoseCA,SantaClaraCA,SunnyvaleCA,WestHollywoodCA,ColoradoSpringsCO,DenverCO,WashingtonDC,GainesvilleFL,HialeahFL,JacksonvilleFL,MiamiFL,OrlandoFL,PompanoBeachFL,TallahasseeFL,TampaFL,AtlantaGA,NorcrossGA,RoswellGA,SmyrnaGA,DesMoinesIA,BoiseID,ChicagoIL,HarwoodHeightsIL,IndianapolisIN,WichitaKS,LexingtonKY,LouisvilleKY,BatonRougeLA,NewOrleansLA,BostonMA,SomervilleMA,BaltimoreMD,TakomaParkMD,GrandRapidsMI,MinneapolisMN,StPaulMN,KansasCityMO,SpringfieldMO,StLouisMO,JacksonMS,CaryNC,CharlotteNC,DurhamNC,GreensboroNC,RaleighNC,LincolnNE,OmahaNE,NewarkNJ,AlbuquerqueNM,LasVegasNV,RenoNV,AlbanyNY,BuffaloNY,NewYorkNY,RochesterNY,SyracuseNY,CincinnatiOH,ClevelandOH,ColumbusOH,DaytonOH,OklahomaCityOK,TulsaOK,BeavertonOR,EugeneOR,PortlandOR,PhiladelphiaPA,PittsburghPA,StateCollegePA,ProvidenceRI,ColumbiaSC,GreenvilleSC,KnoxvilleTN,MemphisTN,NashvilleTN,AddisonTX,AustinTX,DallasTX,FtWorthTX,HoustonTX,IrvingTX,LubbockTX,McNeilTX,PlanoTX,SanAntonioTX,MidvaleUT,SaltLakeCityUT,ArlingtonVA,AshburnVA,HerndonVA,NorfolkVA,RestonVA,RichmondVA,BellevueWA,SeattleWA,SpokaneWA,MadisonWI,MilwaukeeWI
0.0095982715,0.009218134,0.0035754734,0.0036029255,0.00358762,0.0036345363,0.0036629519,0.0073952859,0.0073952859,0.0078602103,0.0066609467,0.0080756943,0.0078602103,0.0070364422,0.0070364422,0.0073047762,0.0081222401,0.0072870224,0.0069584564,0.0071309891,0.0068499224,0.0077326884,0.0032928297,0.0035543214,0.0062896056,0.0115479569,0.0143128518,0.0118935753,0.0144442775,0.0120882705,0.0145169233,0.0110607118,0.0124586007,0.0089070479,0.008796482,0.0087337351,0.0089003924,0.0054885351,0.0042955297,0.0058755663,0.0058484573,0.0068648142,0.0065776698,0.0073539896,0.0076815003,0.011504099,0.0121175986,0.0042485816,0.0042260497,0.0060605035,0.0063416444,0.0054674948,0.0045656448,0.0046264781,0.0066095563,0.0073167476,0.0073009198,0.0105952035,0.0079377101,0.0082858212,0.0078898639,0.0074984264,0.007907816,0.0055997795,0.0054361049,0.0051141094,0.0031109307,0.0033009839,0.0039946335,0.0044781795,0.0050272743,0.0050622312,0.0048583299,0.0048001542,0.0071257069,0.0059545695,0.006559092,0.0067407851,0.0076694097,0.0078729906,0.0063544488,0.0066314158,0.0063675842,0.0056454399,0.0059256049,0.0053441052,0.0044970531,0.0090272281,0.0083002545,0.0083776306,0.0090812535,0.0084863677,0.0090900781,0.0094159431,0.0092211024,0.008972975,0.0111111663,0.0091998344,0.004636343,0.0091997924,0.0090797684,0.0093838542,0.0040966616,0.0041763863,0.0062896056,0.0062197059,0.0062153531,0.0076670299,0.0061920639,0.0069723722,0.00599427,0.0060177835,0.0048876425,0.0050342524,0.0049821458
0.0093332361,0.0085117094,0.0038174689,0.003838263,0.0038251901,0.0038796575,0.0038516328,0.0072540526,0.0072540526,0.0078070901,0.0065720995,0.0080707845,0.0078070901,0.0068695446,0.0068695446,0.007100745,0.0081086877,0.0071751651,0.0068885151,0.0070405554,0.006747629,0.007707013,0.0035475165,0.003868447,0.0069900545,0.0118309642,0.0146124559,0.0120884069,0.0147393205,0.0123406677,0.0147614816,0.0114263434,0.0127451594,0.0092040445,0.0090938705,0.0089921212,0.009169351,0.0056097104,0.0044385498,0.006096943,0.0060580094,0.0068493368,0.0064610934,0.0072632833,0.0074678212,0.0105571222,0.0111962132,0.0050294726,0.0049781819,0.0068239174,0.0070489062,0.0057074517,0.0045029976,0.0045951469,0.0064304917,0.0068957903,0.0071824629,0.0095609215,0.0088783129,0.0091251253,0.0088103309,0.0082901413,0.0088649823,0.0054142472,0.0052753861,0.0058801563,0.0030532554,0.0034133203,0.0037934835,0.0052555288,0.0055712823,0.0050131965,0.0054741267,0.0055203042,0.0071104299,0.006292092,0.0067683736,0.0068161403,0.0074580677,0.0075144566,0.0065434328,0.0068318064,0.006553003,0.0064932226,0.0063604774,0.0059631503,0.0052819594,0.0097692392,0.008931191,0.0084001743,0.0085061104,0.0080178663,0.0087971816,0.0093458437,0.0089259122,0.008773525,0.0101983306,0.0089318149,0.0044104917,0.009148991,0.0087781615,0.0091956257,0.0043838064,0.0044673884,0.0069900545,0.0069212622,0.0069166195,0.0084430299,0.0068942632,0.0077816413,0.0062830516,0.0063081859,0.0051979186,0.0052752816,0.0050753371
0.008104724,0.0086384701,0.0039637927,0.0039845458,0.0039707219,0.0040292753,0.004024583,0.0075061884,0.0075061884,0.0079090384,0.0067689783,0.0081859318,0.0079090384,0.0071301915,0.0071301915,0.0073942502,0.0081395936,0.0074120363,0.0071275932,0.0072894047,0.0069890005,0.0078231769,0.003764151,0.0040478674,0.0069990674,0.0104128587,0.0138626837,0.0106990622,0.0139883392,0.0111340413,0.0139953996,0.0097413621,0.0117148629,0.0076648313,0.0075625427,0.0075133847,0.0076372882,0.0054878243,0.0046819483,0.0058991799,0.0058494003,0.0068005371,0.0068153552,0.006884575,0.0071957715,0.0101947847,0.0107465608,0.0056727896,0.0055888215,0.0069475229,0.0070999931,0.005547043,0.0043583705,0.0044514677,0.0066798354,0.0072534938,0.007123226,0.0090956785,0.008056333,0.0079512306,0.0079807753,0.0073533021,0.0080779465,0.0055839837,0.005317266,0.0064237205,0.0032400629,0.0034217672,0.0038730946,0.0057722767,0.0054167729,0.0057783792,0.0053710809,0.0055931233,0.006908975,0.0061248524,0.0065768951,0.006690626,0.0078451601,0.0079561538,0.0065586106,0.006885504,0.0065706498,0.0068538205,0.0061941351,0.0059587865,0.0058785698,0.0082617108,0.0074433917,0.0072699292,0.0084400219,0.0075237955,0.0090530875,0.0097872889,0.0091724649,0.0090729774,0.0107130423,0.009198999,0.0053612142,0.0095879247,0.0090289687,0.0097700413,0.0043168615,0.0043960604,0.0069990674,0.0068822625,0.0068594517,0.0083326781,0.0068491229,0.0075394396,0.0063218456,0.0063441227,0.0054071609,0.0050888944,0.0049108622
0.0084930583,0.0086965799,0.0041040804,0.0041467026,0.0041181627,0.0041732571,0.0042235929,0.0074235243,0.0074235243,0.0080659368,0.0069456549,0.0083539969,0.0080659368,0.007046525,0.007046525,0.0072760358,0.008284458,0.0073314687,0.0070513465,0.0072054608,0.0069120184,0.0080309379,0.0038204346,0.004025696,0.0065707503,0.0097278677,0.0131404566,0.0100021729,0.0132859163,0.0102779361,0.0132893003,0.0094594007,0.0108516281,0.0078642806,0.0077576035,0.0077090455,0.0078479069,0.0052258903,0.004793596,0.0054381757,0.0053858528,0.0066340979,0.0071408729,0.0068619014,0.0071913236,0.010300676,0.0108366753,0.0055242382,0.0054612698,0.0065038976,0.0066796118,0.0051217559,0.0041557295,0.0042267799,0.006829067,0.0074726226,0.0071656542,0.0092221601,0.0075452927,0.0075247864,0.007504118,0.0069933955,0.0075616503,0.0056700771,0.0053271069,0.0060394708,0.0034867425,0.0037585413,0.0041633774,0.0055891052,0.0051113372,0.0063614257,0.0051307174,0.0054439253,0.0067807163,0.0057517434,0.0063730347,0.0064938472,0.0081088319,0.0081355309,0.0062995868,0.0066337226,0.0063110274,0.0063775507,0.0059431156,0.0056460274,0.0056713785,0.0079860184,0.007304167,0.0073832576,0.0086004542,0.0077049833,0.0092156573,0.0102397309,0.0093670385,0.009314942,0.0112945472,0.0094055465,0.0054742715,0.0100099826,0.0091771823,0.0104017465,0.0045800182,0.0046652484,0.0065707503,0.0064337629,0.006421758,0.0077117976,0.0064066851,0.0069942948,0.0060379271,0.0060442691,0.0051306802,0.0048610219,0.0047004517
0.0085944892,0.0093806087,0.0043188163,0.0043531997,0.0043297632,0.0043901222,0.0044306271,0.0072070545,0.0072070545,0.0079079417,0.0066038219,0.0082638677,0.0079079417,0.0067713438,0.0067713438,0.0068905754,0.0082258709,0.0071774792,0.0067320781,0.0069003802,0.0066354865,0.0078779576,0.0038135587,0.0040149569,0.0060828955,0.0098266986,0.0125449302,0.0101296302,0.0126498372,0.010301008,0.0126987608,0.0096774066,0.0108191319,0.0079910868,0.0078926486,0.0078690059,0.0079944653,0.0061142156,0.0048219951,0.0059983194,0.005970199,0.0066536073,0.0076286726,0.0069981212,0.0073742805,0.0111389427,0.0116146399,0.0049854937,0.0049254014,0.0059780691,0.0061679646,0.0054664715,0.0051726944,0.0052585122,0.0073436121,0.0078231413,0.0073221347,0.0096988677,0.0071464913,0.0074157323,0.0070937976,0.0067316181,0.0071350194,0.0064446413,0.0062319931,0.0054704688,0.0036599097,0.0037422115,0.0040554712,0.0050662618,0.0049011337,0.0059651587,0.0047980677,0.0049650389,0.0068182816,0.0056060014,0.0062479441,0.006464267,0.008389875,0.0086694788,0.0062757174,0.0065194431,0.0063007174,0.0057638385,0.0057230861,0.0053175604,0.0052422351,0.0080638687,0.0075682531,0.0075939198,0.0090480635,0.0079302504,0.0098219028,0.0105405479,0.0099770469,0.0098283382,0.012023933,0.009990892,0.0054690573,0.0102784826,0.0097951274,0.0104926361,0.0046352486,0.0047247878,0.0060828955,0.0059796611,0.0059761587,0.0072028184,0.0059506163,0.0064807104,0.0060210247,0.006028041,0.0050952701,0.0056692413,0.005309008
0.0093898729,0.0102494382,0.0040613811,0.0040539561,0.0040512217,0.0041203099,0.0042577269,0.0071730924,0.0071730924,0.0077597684,0.0064986812,0.0080982597,0.0077597684,0.0066569511,0.0066569511,0.0068135358,0.0081586684,0.0072192121,0.0065547906,0.0067089309,0.0064504181,0.0076644181,0.0038514769,0.0041525825,0.0064134615,0.0106445826,0.0131995035,0.0110151753,0.0133231722,0.0110448566,0.0133527545,0.010295883,0.011555849,0.0086227566,0.0085112219,0.0084548358,0.0086263486,0.0063441892,0.0048303203,0.0063218007,0.0062869583,0.0070216229,0.0075027056,0.0072125601,0.0076215753,0.011841008,0.0122575813,0.0050462135,0.0049945517,0.0063260729,0.0065055198,0.0059442226,0.0052992351,0.005385658,0.0074098879,0.0082415931,0.0079131295,0.0108534212,0.0075989729,0.0078708518,0.0075578066,0.0072213816,0.0075781649,0.0064638938,0.006271417,0.0059314365,0.0032729654,0.0034698031,0.0040350885,0.0054219361,0.00554305,0.005404976,0.005390307,0.0055630837,0.0071485319,0.006213833,0.0067221698,0.0068654757,0.0087229635,0.0089812743,0.0064143097,0.0067034295,0.0064257108,0.0062222625,0.0061721493,0.005753408,0.0052758698,0.0085681906,0.0081253722,0.0081524268,0.0097466368,0.0085234181,0.0108390042,0.0117934889,0.0110398101,0.0108972243,0.0129259649,0.0110539246,0.0058492899,0.0115592677,0.0108034962,0.0115417226,0.0045225203,0.0046365495,0.0064134615,0.0063086077,0.0062812618,0.0074831722,0.0062692101,0.0068148365,0.0061817917,0.0061996201,0.0051224861,0.0058503101,0.0054429153
0.0101889613,0.0101546564,0.0038349285,0.0038582861,0.0038424326,0.0038990035,0.0039359958,0.007387562,0.007387562,0.0077842231,0.0066611918,0.0080230113,0.0077842231,0.006945712,0.006945712,0.0071344849,0.0080370231,0.0073582988,0.0068787057,0.0070400294,0.0067644724,0.0076466953,0.004132091,0.0044719806,0.0068338406,0.0110437448,0.0136470878,0.0115218899,0.0137637427,0.0112970899,0.0138366087,0.0109902441,0.0118332122,0.0091999038,0.0090596406,0.0090075059,0.0092083816,0.0063426627,0.0048896188,0.0063600814,0.0063315731,0.0071714747,0.0074511613,0.0077012441,0.0080377087,0.0121323912,0.0127621092,0.0052993344,0.0052437538,0.0067181483,0.0069037385,0.0059163003,0.0049512974,0.0050622238,0.0073467912,0.0080213557,0.007806905,0.0113603397,0.0081327441,0.0083945878,0.0081011358,0.0077463045,0.0081122163,0.0063261064,0.0061415467,0.006058783,0.0030569563,0.003640321,0.0041636953,0.0056761552,0.0058265288,0.0058707125,0.0056260038,0.0057477073,0.0075558448,0.0064128767,0.0070336073,0.0071744524,0.0086745779,0.0088778919,0.0063834849,0.0066453925,0.0063877314,0.0064779983,0.0065472358,0.0061584719,0.0054886684,0.0091110031,0.0084837789,0.0085938642,0.0100603967,0.0088933592,0.009950496,0.010811987,0.0100928432,0.0098720002,0.0123291703,0.0100856432,0.0056606377,0.0105410689,0.0099472745,0.0108624418,0.0045425056,0.0046473813,0.0068338406,0.006762224,0.0067281962,0.0079849726,0.006715117,0.0072775649,0.0061702641,0.006201187,0.0053612717,0.0059457155,0.0055908349
0.009998125,0.0096218764,0.0040373359,0.0040506967,0.0040351984,0.0040958481,0.004154537,0.0074672865,0.0074672865,0.0077329469,0.0065680368,0.0079244243,0.0077329469,0.0070981191,0.0070981191,0.0073579427,0.0077312146,0.0073733024,0.0071172191,0.007291934,0.0070056972,0.0076082236,0.0040558762,0.0044312328,0.0071015384,0.0114729193,0.0138100748,0.0119425849,0.01395112,0.0117958474,0.0140494265,0.0110490606,0.0122720311,0.0093603408,0.0092264089,0.0091578603,0.009349429,0.0060060681,0.0050588057,0.0060163632,0.0059757941,0.0069325811,0.0076038639,0.0075007682,0.0078027512,0.0118198431,0.0122943559,0.0055571821,0.0055060405,0.0069348901,0.0071874203,0.0056493512,0.0047479753,0.0048248354,0.0072622181,0.0081814045,0.0077059483,0.0107571649,0.0085975026,0.0087383766,0.0085470443,0.0080185099,0.0086047752,0.0062289559,0.0060162771,0.0062099134,0.0034573311,0.0037637594,0.0043188917,0.0057363366,0.0054660283,0.0059990122,0.0054890787,0.0056746564,0.0072294342,0.0059877849,0.0066398109,0.0068417183,0.0085679521,0.0087628142,0.0064702847,0.0068179879,0.0064845729,0.0066909224,0.006196246,0.0059673102,0.0057607686,0.0093926769,0.0088250193,0.0085964905,0.0096630229,0.0087842208,0.009912574,0.0104316591,0.0100555771,0.0099419584,0.0118407441,0.0100817872,0.0056204608,0.0102201688,0.0098931295,0.0103704202,0.0047964891,0.004904746,0.0071015384,0.0069972436,0.0069920526,0.0084919714,0.0069679821,0.0077743641,0.0062382538,0.0062601083,0.0054082771,0.0054608715,0.00514945
0.0098597156,0.0096203663,0.0042292698,0.0042645427,0.0042424712,0.0042982087,0.0043154886,0.0074394309,0.0074394309,0.0077964649,0.0066453337,0.0080160378,0.0077964649,0.0070574754,0.0070574754,0.0073580087,0.0078478656,0.0073558927,0.0070594559,0.0072189927,0.0069276712,0.0076792156,0.0041214615,0.0044183156,0.0067125089,0.0110467033,0.0138118908,0.0115085436,0.0139589248,0.011515295,0.0140942679,0.0108419484,0.0121249915,0.0090002589,0.0088660158,0.0088094304,0.0090006283,0.006234101,0.0052564733,0.005861101,0.0057954024,0.0069426082,0.0074219066,0.0074368707,0.0077870922,0.0119076642,0.0125738983,0.0052817221,0.0052185887,0.006619154,0.0068114873,0.0052073221,0.0050606552,0.005146924,0.0073926406,0.0081055483,0.007829008,0.0109433219,0.0078001554,0.0080635401,0.0077666047,0.0073542762,0.0077961915,0.0065100142,0.0063590844,0.0060600144,0.0036926906,0.003676083,0.0042708976,0.0053872248,0.0050294776,0.0061353439,0.00500987,0.0052071769,0.0071844089,0.0058240019,0.0065177887,0.0067819012,0.0083971087,0.0087123302,0.0066708274,0.0069726163,0.0066840288,0.0064461234,0.0059889234,0.0056987248,0.0055467533,0.0090074623,0.0083612123,0.0082699207,0.0094223434,0.008578292,0.0098860601,0.0106897774,0.010047433,0.0098900455,0.0121763455,0.0100581052,0.0056491976,0.0104845733,0.009872858,0.0104948066,0.0048069788,0.0049195809,0.0067125089,0.0065915998,0.0065816019,0.008013154,0.0065613971,0.0071802005,0.0062396892,0.0062633448,0.0055063816,0.0054095545,0.0049637476
0.0096875155,0.0094079949,0.004203545,0.0042463238,0.0042179342,0.0042755773,0.004302837,0.0073332215,0.0073332215,0.0079170243,0.0065882847,0.0081192097,0.0079170243,0.0069036115,0.0069036115,0.0071709913,0.0080355517,0.0072966583,0.0068497674,0.0070070271,0.0067289757,0.0077945104,0.0040527332,0.0042394259,0.0066854323,0.0112435729,0.0140347316,0.0115943111,0.0141708181,0.0115773288,0.0142955906,0.0111401972,0.0122927691,0.0091169833,0.0090189875,0.0089327903,0.0091088864,0.0062502043,0.0050472932,0.0059567918,0.005927722,0.0068253121,0.007255803,0.007392566,0.007735967,0.0116794214,0.0123689315,0.0052400201,0.0052102986,0.0065412715,0.006754007,0.0054477101,0.0053070655,0.0053749026,0.0072814023,0.0076712544,0.007635754,0.0104991738,0.0077139993,0.008080758,0.0076752621,0.0073561917,0.0076918396,0.0063643009,0.0062027828,0.0058491257,0.0035794432,0.0035380729,0.004266541,0.0054343424,0.0052478493,0.0059867526,0.0051477896,0.0053724969,0.0071064003,0.0058541743,0.0066221087,0.0067589941,0.0081210512,0.0083494036,0.0064609153,0.0067058198,0.0064712736,0.0063373257,0.006194466,0.005747492,0.0054211021,0.0090264531,0.0083943872,0.0083885118,0.0093360467,0.0085039102,0.0094455991,0.0100154436,0.0095760689,0.0093692436,0.0117762478,0.0095681557,0.0055935401,0.0098118293,0.0094353835,0.0099759308,0.0048873533,0.0049945276,0.0066854323,0.0066117844,0.006597967,0.0077196646,0.0065803649,0.0070709708,0.0061957844,0.0062252115,0.0056045198,0.0055699318,0.0051569613
0.0094119389,0.0093726576,0.004045842,0.0040721184,0.0040514254,0.0041117847,0.0042547139,0.0072639101,0.0072639101,0.007958366,0.0064816677,0.0082379267,0.007958366,0.0068272646,0.0068272646,0.0069531246,0.0083045396,0.0072370365,0.0067119017,0.0068942712,0.0066423629,0.0078592556,0.004157225,0.0044172142,0.0066033988,0.0110251703,0.0140196932,0.0113668109,0.0141484287,0.0115512106,0.01420912,0.0105560634,0.0123035557,0.0087402276,0.0086481561,0.0085768596,0.0087301641,0.0064261156,0.0047146375,0.0062300649,0.0062184076,0.0065620728,0.0076502545,0.0069276387,0.0072508731,0.0113787882,0.0119188656,0.005361796,0.005333538,0.0063914724,0.0067078967,0.0057477422,0.005645174,0.0057414104,0.0073819757,0.0077618729,0.0074216979,0.0103041313,0.0078640971,0.0082208707,0.0078466714,0.0075129974,0.0078485783,0.006614009,0.0064669639,0.0059711384,0.0035473243,0.0037125167,0.0039952368,0.0054536179,0.0051580672,0.0057800236,0.0051248491,0.0054449998,0.0066933964,0.0057597307,0.0062476502,0.0063854599,0.008581741,0.0088777125,0.0059117035,0.0062672146,0.0059263976,0.0063021655,0.0058314457,0.0054659335,0.0055747474,0.0089596707,0.0083157095,0.0081257484,0.0091519813,0.0082103021,0.0096020705,0.0101261639,0.0097362073,0.009614224,0.0116184844,0.0097559149,0.0055018969,0.0099421695,0.009583951,0.0102261458,0.0047535365,0.0048479847,0.0066033988,0.0064449234,0.0064515651,0.0079953915,0.0064329019,0.007224329,0.0058023424,0.0058165111,0.0048880455,0.0059583142,0.0055462837
0.0093572681,0.0095132507,0.0041745151,0.0041981689,0.0041782075,0.0042398398,0.0043948443,0.007215725,0.007215725,0.0080525385,0.006497566,0.0083317906,0.0080525385,0.0067685122,0.0067685122,0.0069034962,0.0083639149,0.007200809,0.0066076483,0.0068197858,0.0065894979,0.007953274,0.0040430366,0.0044584679,0.0065423419,0.0110095655,0.0144794533,0.0114050477,0.0146301318,0.0114051554,0.0146203751,0.010873421,0.012199705,0.0086117658,0.0085217227,0.0084539391,0.0086227273,0.0070084917,0.0046134172,0.006601367,0.0065799455,0.0070195165,0.0080069281,0.0070782144,0.007410237,0.0117443757,0.0123350455,0.0052662564,0.0052493693,0.0063804102,0.0066479304,0.0061079425,0.0057695958,0.0058791233,0.0078951649,0.0080639521,0.0077902653,0.0105384851,0.0075518415,0.0078998786,0.0075430359,0.0072049613,0.0075367946,0.0071216712,0.0069442257,0.0059154269,0.0037457137,0.0037913983,0.0040253163,0.0056741641,0.0055437755,0.0058935422,0.0054576332,0.00567243,0.0070227929,0.0060152151,0.006511904,0.0067463703,0.0086962483,0.0091394545,0.0061120104,0.0064687934,0.0061343208,0.0062565394,0.005883178,0.0056130839,0.0054715141,0.0086005238,0.0080521005,0.0079316943,0.0091803663,0.0080223726,0.0099469639,0.0108312941,0.0100830413,0.0098712948,0.0121630861,0.0100773639,0.0053101354,0.010611233,0.0099361674,0.0109147094,0.0047056259,0.0047907603,0.0065423419,0.0063948863,0.0063995964,0.0077593838,0.0063783373,0.0070263585,0.0059639663,0.0059881292,0.0048048281,0.0062885177,0.005729051
0.0098659148,0.0101427995,0.0041093451,0.0041001271,0.0040970396,0.0041633517,0.0044349292,0.0073590511,0.0073590511,0.008152083,0.0066364462,0.0084195542,0.008152083,0.0068935108,0.0068935108,0.0069857941,0.0083254372,0.0073522938,0.0066927674,0.0069217042,0.0067003795,0.0080873021,0.003880999,0.0042185649,0.006999316,0.0112323191,0.0146613125,0.011741457,0.0147905691,0.0115992754,0.0148114524,0.0111401247,0.0122629986,0.0091411441,0.0090536441,0.0089663278,0.0091376215,0.0073685721,0.0046686455,0.0068378505,0.0067796068,0.0076652531,0.0080259648,0.0078870524,0.0082574497,0.012023004,0.0127708242,0.0057328611,0.0056846045,0.0068559875,0.0070930813,0.0064324816,0.0058464241,0.0059194779,0.0083398655,0.0087165047,0.0084893561,0.0107081603,0.0081678969,0.0085102149,0.0081997525,0.0079492618,0.0081590087,0.0072779613,0.0071273109,0.0062377115,0.003933391,0.0036629552,0.0041775997,0.0060001302,0.0056493236,0.0058434207,0.0055938017,0.0059079149,0.0077318378,0.006343025,0.0070408472,0.0073696021,0.0090013474,0.0094870214,0.0064679132,0.0067592115,0.0064778184,0.0067020462,0.0063268514,0.0060651854,0.0058541629,0.0089224979,0.0087055816,0.0087120354,0.0098294169,0.0089247488,0.0104665505,0.0111655436,0.0106170415,0.0104352356,0.012551528,0.010624137,0.0055017109,0.010963595,0.0104399196,0.0110766571,0.0046924372,0.0047904028,0.006999316,0.0068780202,0.0068746517,0.0080553622,0.0068490632,0.0074717052,0.0063783535,0.0064113528,0.0049254271,0.0063679846,0.0059511887
0.0102588181,0.0104630327,0.0040846606,0.0040878741,0.0040801269,0.0041423196,0.0043467328,0.0075665835,0.0075665835,0.0082447023,0.0067188741,0.0085187179,0.0082447023,0.007132571,0.007132571,0.0072359759,0.0084791464,0.0075220724,0.0070409849,0.0072333898,0.0069726807,0.0081618557,0.0041432762,0.0044840634,0.0074590243,0.0113064757,0.0145750927,0.0118852705,0.0147283222,0.0115768416,0.0147648857,0.0112156052,0.0124068611,0.0095847643,0.0094676392,0.0094247552,0.0095702215,0.0067491712,0.0049342863,0.0064962656,0.0064416684,0.0078479896,0.0071670712,0.0083679886,0.0087651795,0.0122576278,0.0128454768,0.005841041,0.0057979431,0.0072303323,0.0075705059,0.0061290365,0.0055495371,0.0056530177,0.0075990056,0.0085436556,0.0086447312,0.0112485469,0.0089726337,0.0091546056,0.0089606934,0.0085338326,0.0089629094,0.0064167955,0.0063258948,0.0064075993,0.003728346,0.0036939352,0.0042251939,0.0060541608,0.0057822128,0.0061655809,0.0056258594,0.0059717295,0.0080864083,0.0063300892,0.0072464528,0.0075617188,0.0081626674,0.0087198115,0.0068093554,0.0070704637,0.0068219669,0.0069854948,0.006566066,0.0063068691,0.0059686608,0.0096231083,0.0089974097,0.0092436934,0.01042525,0.0095510208,0.0100282326,0.0111373611,0.0101967462,0.0100978976,0.0126932469,0.0102169184,0.0058786649,0.0108805632,0.0100227191,0.0111352715,0.0049512345,0.0050515814,0.0074590243,0.0072910438,0.0073032691,0.008825441,0.0072808174,0.0081307236,0.0067033825,0.0067279891,0.0054306439,0.0059573601,0.0056063889
0.0102129396,0.0101387566,0.004276492,0.0043072163,0.0042858597,0.0043470316,0.0044441778,0.0075450002,0.0075450002,0.0082255682,0.0067318419,0.0085375811,0.0082255682,0.0070828144,0.0070828144,0.0072624266,0.0085036297,0.007528263,0.0069228012,0.0071323432,0.0068924866,0.008155988,0.0046503083,0.0049086712,0.0073491387,0.0112090286,0.0140527412,0.0118018787,0.014208555,0.0115306071,0.0143122189,0.0111504182,0.0121886522,0.0095803203,0.0094648165,0.0094054661,0.009567112,0.0061276701,0.0048919399,0.0062191656,0.0061599177,0.0074347582,0.007145949,0.0080591752,0.0083200953,0.0120667726,0.0126857847,0.0056523332,0.0055799519,0.0071335172,0.0074387477,0.005790712,0.0050105302,0.0050952271,0.0071237264,0.0080832726,0.0079340941,0.0111041205,0.0090235724,0.0091380641,0.0089930547,0.0084179019,0.0090450047,0.0061133771,0.0059039146,0.0064624221,0.0039051375,0.0039351078,0.0041659283,0.0058264849,0.0055837029,0.0062998917,0.0055262932,0.0057720349,0.007783079,0.0063436842,0.0071187241,0.0073125307,0.0082638399,0.0085482135,0.0068231918,0.0070681693,0.0068382516,0.0069674443,0.0066893165,0.0063700592,0.0059639162,0.0097082064,0.0089855481,0.0091433467,0.0100706896,0.0092317729,0.0102606563,0.0115486056,0.0104276385,0.0102656389,0.0129903222,0.0104308215,0.0061821455,0.0112932264,0.0102577181,0.0116599576,0.0051369882,0.0052122031,0.0073491387,0.0072264991,0.0072305727,0.0087868533,0.0072048408,0.0080449602,0.0066561648,0.0066923832,0.0055816516,0.0055837594,0.0052056788
0.0099819281,0.0106263371,0.0043960734,0.004444547,0.0044128578,0.004471079,0.0045964342,0.0075481774,0.0075481774,0.0083002188,0.0065145941,0.0085956736,0.0083002188,0.0071134264,0.0071134264,0.0073304191,0.0085210889,0.0075110962,0.0069864774,0.0072127309,0.0069736413,0.0082311816,0.0047656352,0.0049544366,0.0072467528,0.0110995253,0.0140537927,0.0116352448,0.0141791882,0.011527766,0.0143161149,0.0109891011,0.0122729448,0.0092326917,0.0091303997,0.0090704427,0.0092188424,0.0065350594,0.0050941193,0.0066222219,0.0065808983,0.0074015299,0.0075269201,0.0079009361,0.0082534458,0.0124314622,0.0128977351,0.0055629816,0.0054967948,0.0070885483,0.007293058,0.0061641396,0.0053215997,0.0054044813,0.007673932,0.0085101521,0.0082084795,0.0113656396,0.0084210729,0.0088199753,0.0084299017,0.0081124139,0.0084085208,0.0065401566,0.0063051969,0.0063479139,0.0039648526,0.003953174,0.0042459788,0.0059952792,0.0056761406,0.0063652394,0.0056561823,0.005940283,0.0076165187,0.0064824347,0.0070577719,0.0071673882,0.0088350594,0.0090715969,0.0069191014,0.0072943396,0.0069371604,0.0068416056,0.0067805931,0.0064928035,0.0057936274,0.009514076,0.0088249028,0.0088181212,0.0102890354,0.0091477215,0.0110307222,0.0117497073,0.0112236885,0.0111073094,0.0131664837,0.0112465344,0.0063415181,0.0115237986,0.0110048806,0.0118003809,0.0050503453,0.0051519349,0.0072467528,0.0072039608,0.0071801038,0.008203533,0.0071509615,0.0076802167,0.0066762833,0.0067014167,0.0053544538,0.0061728917,0.005756817
